add_model,workspace_dir,conversation_idx,session_index,delta_count,session_score,rubric_grounded_in_context,rubric_correct_attribution,rubric_correct_temporal_framing,rubric_no_contradictory_delta,rubric_truly_incremental,rubric_no_history_leakage_as_new,rubric_no_redundant_delta_items,rubric_covers_salient_session_updates,rubric_covers_salient_plans_and_state_changes
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,8,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,9,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,10,25,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,11,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,12,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,13,18,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,14,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,15,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,16,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,17,7,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,18,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,19,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,20,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,21,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,22,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,23,20,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,24,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,25,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,26,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,27,20,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,5,28,20,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,1,31,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,2,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,3,21,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,4,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,5,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,6,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,7,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,8,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,9,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,10,5,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,11,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,12,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,13,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,14,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,15,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,16,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,17,18,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,18,19,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,19,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,20,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,21,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,22,20,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,23,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,24,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,25,20,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,26,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,27,5,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,28,21,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,29,7,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,30,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,6,31,11,0.8889,1,1,1,1,1,1,0,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,1,14,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,2,27,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,3,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,4,35,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,5,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,6,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,7,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,8,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,9,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,10,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,11,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,12,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,13,13,0.7778,0,1,1,1,1,1,1,0,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,14,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,15,23,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,16,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,17,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,18,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,19,22,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,20,7,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,21,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,22,19,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,23,25,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,24,18,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,25,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,26,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,27,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,28,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,29,25,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,7,30,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,1,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,2,14,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,3,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,4,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,5,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,6,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,7,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,8,21,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,9,22,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,10,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,11,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,12,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,13,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,14,14,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,15,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,16,7,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,17,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,18,8,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,19,14,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,20,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,21,14,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,22,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,23,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,24,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,8,25,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,1,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,2,16,0.8889,1,1,1,1,1,1,0,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,3,19,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,4,6,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,5,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,6,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,7,15,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,8,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,9,16,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,10,14,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,11,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,12,17,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,13,8,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,14,10,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,15,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,16,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,17,4,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,18,8,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,19,9,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,20,14,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,21,25,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,22,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,23,8,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,24,21,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,25,45,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,26,13,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,27,12,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,28,19,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,29,11,1.0,1,1,1,1,1,1,1,1,1
minimax,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_minimax,9,30,15,1.0,1,1,1,1,1,1,1,1,1
