add_model,workspace_dir,conversation_idx,session_index,delta_count,session_score,rubric_grounded_in_context,rubric_correct_attribution,rubric_correct_temporal_framing,rubric_no_contradictory_delta,rubric_truly_incremental,rubric_no_history_leakage_as_new,rubric_no_redundant_delta_items,rubric_covers_salient_session_updates,rubric_covers_salient_plans_and_state_changes
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,8,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,9,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,10,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,11,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,12,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,13,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,14,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,15,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,16,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,17,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,18,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,19,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,20,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,21,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,22,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,23,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,24,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,25,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,26,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,27,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,5,28,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,1,16,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,2,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,3,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,4,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,5,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,6,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,7,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,8,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,9,11,0.8889,0,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,10,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,11,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,12,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,13,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,14,13,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,15,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,16,10,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,17,10,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,18,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,19,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,20,13,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,21,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,22,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,23,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,24,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,25,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,26,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,27,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,28,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,29,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,30,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,6,31,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,1,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,2,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,3,3,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,4,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,5,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,6,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,7,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,8,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,9,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,10,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,11,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,12,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,13,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,14,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,15,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,16,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,17,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,18,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,19,14,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,20,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,21,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,22,12,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,23,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,24,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,25,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,26,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,27,6,0.8889,1,1,1,1,1,1,0,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,28,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,29,11,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,7,30,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,1,10,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,2,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,3,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,4,7,0.8889,1,1,1,0,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,5,7,0.7778,0,1,1,1,1,1,1,0,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,6,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,7,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,8,12,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,9,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,10,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,11,13,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,12,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,13,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,14,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,15,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,16,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,17,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,18,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,19,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,20,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,21,9,0.7778,0,1,1,1,1,1,1,0,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,22,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,23,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,24,10,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,8,25,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,1,14,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,2,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,3,12,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,4,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,5,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,6,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,7,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,8,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,9,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,10,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,11,3,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,12,8,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,13,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,14,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,15,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,16,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,17,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,18,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,19,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,20,7,0.8889,0,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,21,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,22,4,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,23,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,24,7,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,25,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,26,5,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,27,6,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,28,9,1.0,1,1,1,1,1,1,1,1,1
gemini,E:\cydd_own_products\memorax-test-locomo-enrichment-append-merge-mmwrite-audit\evaluation_pipeline\v5\workspaces\allconv_v5_gemini,9,29,5,1.0,1,1,1,1,1,1,1,1,1
